W0426 23:28:35.317000 552003 torch/distributed/run.py:803] 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
[W426 23:28:46.409025981 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.409415920 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.410824384 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411505168 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411673055 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411740194 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411813603 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.412504142 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
Hyperparameters:
  adam_eps: 1e-08
bump_counterfactual step:2188 frac:0.359955 phase:pre p_loop:0.000000 policy_loss:2.58155719 policy_bpb:1.18780116 loop_off_loss:2.58155719 loop_off_bpb:1.18780116 loop_on_loss:2.78856243 loop_on_bpb:1.28304641 delta_loss:0.20700523 delta_bpb:0.09524525
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:0 looped:0 grad_norm:4.90183001e-02 param_norm:1.35617309e+02 grad_param_ratio:3.61445752e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:1 looped:0 grad_norm:4.33880067e-02 param_norm:1.35564266e+02 grad_param_ratio:3.20054893e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:2 looped:0 grad_norm:4.43928551e-02 param_norm:1.38149281e+02 grad_param_ratio:3.21339747e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:3 looped:1 grad_norm:4.77498802e-02 param_norm:1.35307611e+02 grad_param_ratio:3.52898700e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:4 looped:1 grad_norm:4.71005478e-02 param_norm:1.36671742e+02 grad_param_ratio:3.44625357e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:5 looped:1 grad_norm:4.47658577e-02 param_norm:1.36372486e+02 grad_param_ratio:3.28261654e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:6 looped:0 grad_norm:4.49963517e-02 param_norm:1.38433578e+02 grad_param_ratio:3.25039289e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:7 looped:0 grad_norm:4.12545793e-02 param_norm:1.39312038e+02 grad_param_ratio:2.96130756e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:8 looped:0 grad_norm:4.21007682e-02 param_norm:1.41309964e+02 grad_param_ratio:2.97932056e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:9 looped:0 grad_norm:4.48163460e-02 param_norm:1.40660178e+02 grad_param_ratio:3.18614314e-04
bump_layer_stats step:2188 frac:0.359955 phase:pre layer:10 looped:0 grad_norm:6.70440710e-02 param_norm:1.36932244e+02 grad_param_ratio:4.89614929e-04
bump_probe step:2189 frac:0.360129 phase:pre loop_active:0 loss:2.58217450 bpb:1.18808519 eval_time:110ms
bump_counterfactual step:2189 frac:0.360129 phase:pre p_loop:0.000000 policy_loss:2.58217450 policy_bpb:1.18808519 loop_off_loss:2.58217450 loop_off_bpb:1.18808519 loop_on_loss:2.77468130 loop_on_bpb:1.27665956 delta_loss:0.19250679 delta_bpb:0.08857437
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:0 looped:0 grad_norm:5.36013628e-02 param_norm:1.35605325e+02 grad_param_ratio:3.95274765e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:1 looped:0 grad_norm:4.57149056e-02 param_norm:1.35552897e+02 grad_param_ratio:3.37247721e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:2 looped:0 grad_norm:4.88360675e-02 param_norm:1.38140422e+02 grad_param_ratio:3.53524817e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:3 looped:1 grad_norm:5.16864883e-02 param_norm:1.35292930e+02 grad_param_ratio:3.82033919e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:4 looped:1 grad_norm:5.14123439e-02 param_norm:1.36658803e+02 grad_param_ratio:3.76209530e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:5 looped:1 grad_norm:5.01349749e-02 param_norm:1.36365270e+02 grad_param_ratio:3.67652078e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:6 looped:0 grad_norm:5.07275735e-02 param_norm:1.38436550e+02 grad_param_ratio:3.66431939e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:7 looped:0 grad_norm:4.54194438e-02 param_norm:1.39307528e+02 grad_param_ratio:3.26037253e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:8 looped:0 grad_norm:4.68643891e-02 param_norm:1.41307541e+02 grad_param_ratio:3.31648183e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:9 looped:0 grad_norm:5.32125399e-02 param_norm:1.40647572e+02 grad_param_ratio:3.78339555e-04
bump_layer_stats step:2189 frac:0.360129 phase:pre layer:10 looped:0 grad_norm:8.29550184e-02 param_norm:1.36924056e+02 grad_param_ratio:6.05846927e-04
bump_probe step:2190 frac:0.360303 phase:pre loop_active:0 loss:2.58116203 bpb:1.18761934 eval_time:109ms
bump_counterfactual step:2190 frac:0.360303 phase:pre p_loop:0.000000 policy_loss:2.58116203 policy_bpb:1.18761934 loop_off_loss:2.58116203 loop_off_bpb:1.18761934 loop_on_loss:2.78736010 loop_on_bpb:1.28249320 delta_loss:0.20619807 delta_bpb:0.09487386
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:0 looped:0 grad_norm:5.09105250e-02 param_norm:1.35596590e+02 grad_param_ratio:3.75455790e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:1 looped:0 grad_norm:4.43191726e-02 param_norm:1.35546573e+02 grad_param_ratio:3.26966381e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:2 looped:0 grad_norm:4.46980250e-02 param_norm:1.38126175e+02 grad_param_ratio:3.23602858e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:3 looped:1 grad_norm:4.63258414e-02 param_norm:1.35283105e+02 grad_param_ratio:3.42436267e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:4 looped:1 grad_norm:4.63045071e-02 param_norm:1.36645518e+02 grad_param_ratio:3.38865904e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:5 looped:1 grad_norm:4.42074118e-02 param_norm:1.36353987e+02 grad_param_ratio:3.24210629e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:6 looped:0 grad_norm:4.43261478e-02 param_norm:1.38413671e+02 grad_param_ratio:3.20244001e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:7 looped:0 grad_norm:4.11236797e-02 param_norm:1.39289629e+02 grad_param_ratio:2.95238634e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:8 looped:0 grad_norm:4.10518236e-02 param_norm:1.41286584e+02 grad_param_ratio:2.90557124e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:9 looped:0 grad_norm:4.22915136e-02 param_norm:1.40634934e+02 grad_param_ratio:3.00718409e-04
bump_layer_stats step:2190 frac:0.360303 phase:pre layer:10 looped:0 grad_norm:6.28709348e-02 param_norm:1.36906447e+02 grad_param_ratio:4.59225522e-04
bump_probe step:2191 frac:0.360478 phase:pre loop_active:0 loss:2.57970629 bpb:1.18694954 eval_time:110ms
bump_counterfactual step:2191 frac:0.360478 phase:pre p_loop:0.000000 policy_loss:2.57970629 policy_bpb:1.18694954 loop_off_loss:2.57970629 loop_off_bpb:1.18694954 loop_on_loss:2.76985420 loop_on_bpb:1.27443856 delta_loss:0.19014791 delta_bpb:0.08748902
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:0 looped:0 grad_norm:5.20066700e-02 param_norm:1.35587861e+02 grad_param_ratio:3.83564352e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:1 looped:0 grad_norm:4.46001331e-02 param_norm:1.35540195e+02 grad_param_ratio:3.29054661e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:2 looped:0 grad_norm:4.50710817e-02 param_norm:1.38122727e+02 grad_param_ratio:3.26311843e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:3 looped:1 grad_norm:4.47783795e-02 param_norm:1.35276357e+02 grad_param_ratio:3.31014085e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:4 looped:1 grad_norm:4.19731587e-02 param_norm:1.36637295e+02 grad_param_ratio:3.07186692e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:5 looped:1 grad_norm:3.90783893e-02 param_norm:1.36346297e+02 grad_param_ratio:2.86611299e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:6 looped:0 grad_norm:4.16775991e-02 param_norm:1.38418194e+02 grad_param_ratio:3.01099140e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:7 looped:0 grad_norm:3.98009770e-02 param_norm:1.39290585e+02 grad_param_ratio:2.85740613e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:8 looped:0 grad_norm:4.17401197e-02 param_norm:1.41287870e+02 grad_param_ratio:2.95426066e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:9 looped:0 grad_norm:4.01354193e-02 param_norm:1.40628733e+02 grad_param_ratio:2.85399850e-04
bump_layer_stats step:2191 frac:0.360478 phase:pre layer:10 looped:0 grad_norm:6.23090390e-02 param_norm:1.36902257e+02 grad_param_ratio:4.55135220e-04
bump_probe step:2192 frac:0.360653 phase:pre loop_active:0 loss:2.58114421 bpb:1.18761114 eval_time:110ms
bump_counterfactual step:2192 frac:0.360653 phase:pre p_loop:0.000000 policy_loss:2.58114421 policy_bpb:1.18761114 loop_off_loss:2.58114421 loop_off_bpb:1.18761114 loop_on_loss:2.78736474 loop_on_bpb:1.28249534 delta_loss:0.20622052 delta_bpb:0.09488420
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:0 looped:0 grad_norm:5.13107056e-02 param_norm:1.35578177e+02 grad_param_ratio:3.78458441e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:1 looped:0 grad_norm:4.58098615e-02 param_norm:1.35531523e+02 grad_param_ratio:3.38001526e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:2 looped:0 grad_norm:4.47454453e-02 param_norm:1.38110017e+02 grad_param_ratio:3.23984069e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:3 looped:1 grad_norm:4.75417223e-02 param_norm:1.35268613e+02 grad_param_ratio:3.51461595e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:4 looped:1 grad_norm:4.42331197e-02 param_norm:1.36627320e+02 grad_param_ratio:3.23750182e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:5 looped:1 grad_norm:4.09219204e-02 param_norm:1.36340336e+02 grad_param_ratio:3.00145368e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:6 looped:0 grad_norm:4.09170814e-02 param_norm:1.38405408e+02 grad_param_ratio:2.95632101e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:7 looped:0 grad_norm:3.77200040e-02 param_norm:1.39273737e+02 grad_param_ratio:2.70833574e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:8 looped:0 grad_norm:3.82261860e-02 param_norm:1.41271858e+02 grad_param_ratio:2.70585994e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:9 looped:0 grad_norm:3.91631983e-02 param_norm:1.40618821e+02 grad_param_ratio:2.78506092e-04
bump_layer_stats step:2192 frac:0.360653 phase:pre layer:10 looped:0 grad_norm:5.16158889e-02 param_norm:1.36886388e+02 grad_param_ratio:3.77071014e-04
bump_probe step:2193 frac:0.360826 phase:pre loop_active:0 loss:2.58002483 bpb:1.18709610 eval_time:110ms
bump_counterfactual step:2193 frac:0.360826 phase:pre p_loop:0.000000 policy_loss:2.58002483 policy_bpb:1.18709610 loop_off_loss:2.58002483 loop_off_bpb:1.18709610 loop_on_loss:2.77051499 loop_on_bpb:1.27474260 delta_loss:0.19049017 delta_bpb:0.08764650
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:0 looped:0 grad_norm:5.97449049e-02 param_norm:1.35567898e+02 grad_param_ratio:4.40700974e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:1 looped:0 grad_norm:5.23331389e-02 param_norm:1.35518827e+02 grad_param_ratio:3.86168770e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:2 looped:0 grad_norm:5.29072288e-02 param_norm:1.38101068e+02 grad_param_ratio:3.83105138e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:3 looped:1 grad_norm:5.57507339e-02 param_norm:1.35253556e+02 grad_param_ratio:4.12194220e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:4 looped:1 grad_norm:5.32861242e-02 param_norm:1.36616495e+02 grad_param_ratio:3.90041656e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:5 looped:1 grad_norm:5.00098806e-02 param_norm:1.36330338e+02 grad_param_ratio:3.66828699e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:6 looped:0 grad_norm:5.27590724e-02 param_norm:1.38399979e+02 grad_param_ratio:3.81207229e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:7 looped:0 grad_norm:4.97201552e-02 param_norm:1.39266421e+02 grad_param_ratio:3.57014670e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:8 looped:0 grad_norm:4.74646523e-02 param_norm:1.41268607e+02 grad_param_ratio:3.35988677e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:9 looped:0 grad_norm:4.74219006e-02 param_norm:1.40608944e+02 grad_param_ratio:3.37260911e-04
bump_layer_stats step:2193 frac:0.360826 phase:pre layer:10 looped:0 grad_norm:6.77016975e-02 param_norm:1.36883004e+02 grad_param_ratio:4.94595351e-04
bump_probe step:2194 frac:0.361001 phase:pre loop_active:0 loss:2.58279653 bpb:1.18837139 eval_time:110ms
bump_counterfactual step:2194 frac:0.361001 phase:pre p_loop:0.000000 policy_loss:2.58279653 policy_bpb:1.18837139 loop_off_loss:2.58279653 loop_off_bpb:1.18837139 loop_on_loss:2.79233162 loop_on_bpb:1.28478066 delta_loss:0.20953510 delta_bpb:0.09640926
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:0 looped:0 grad_norm:5.61516093e-02 param_norm:1.35560833e+02 grad_param_ratio:4.14217055e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:1 looped:0 grad_norm:4.78431937e-02 param_norm:1.35507917e+02 grad_param_ratio:3.53065671e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:2 looped:0 grad_norm:4.86225619e-02 param_norm:1.38091854e+02 grad_param_ratio:3.52103043e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:3 looped:1 grad_norm:5.09839208e-02 param_norm:1.35242463e+02 grad_param_ratio:3.76981606e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:4 looped:1 grad_norm:4.62940181e-02 param_norm:1.36604763e+02 grad_param_ratio:3.38890219e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:5 looped:1 grad_norm:4.37485795e-02 param_norm:1.36319983e+02 grad_param_ratio:3.20925653e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:6 looped:0 grad_norm:4.61201161e-02 param_norm:1.38385371e+02 grad_param_ratio:3.33273060e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:7 looped:0 grad_norm:4.22759618e-02 param_norm:1.39249944e+02 grad_param_ratio:3.03597695e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:8 looped:0 grad_norm:4.09766582e-02 param_norm:1.41255353e+02 grad_param_ratio:2.90089242e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:9 looped:0 grad_norm:3.98217679e-02 param_norm:1.40597691e+02 grad_param_ratio:2.83232019e-04
bump_layer_stats step:2194 frac:0.361001 phase:pre layer:10 looped:0 grad_norm:5.59697214e-02 param_norm:1.36863547e+02 grad_param_ratio:4.08945426e-04
bump_probe step:2195 frac:0.361176 phase:pre loop_active:0 loss:2.57587217 bpb:1.18518542 eval_time:110ms
bump_counterfactual step:2195 frac:0.361176 phase:pre p_loop:0.000000 policy_loss:2.57587217 policy_bpb:1.18518542 loop_off_loss:2.57587217 loop_off_bpb:1.18518542 loop_on_loss:2.76639514 loop_on_bpb:1.27284701 delta_loss:0.19052297 delta_bpb:0.08766159
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:0 looped:0 grad_norm:5.55920288e-02 param_norm:1.35549859e+02 grad_param_ratio:4.10122366e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:1 looped:0 grad_norm:4.90846528e-02 param_norm:1.35494487e+02 grad_param_ratio:3.62263101e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:2 looped:0 grad_norm:4.80986003e-02 param_norm:1.38078498e+02 grad_param_ratio:3.48342434e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:3 looped:1 grad_norm:4.81689087e-02 param_norm:1.35229194e+02 grad_param_ratio:3.56201994e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:4 looped:1 grad_norm:4.47176369e-02 param_norm:1.36596070e+02 grad_param_ratio:3.27371329e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:5 looped:1 grad_norm:4.27187327e-02 param_norm:1.36311414e+02 grad_param_ratio:3.13390725e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:6 looped:0 grad_norm:4.46851328e-02 param_norm:1.38378239e+02 grad_param_ratio:3.22920230e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:7 looped:0 grad_norm:4.10645079e-02 param_norm:1.39237300e+02 grad_param_ratio:2.94924622e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:8 looped:0 grad_norm:4.02332622e-02 param_norm:1.41247218e+02 grad_param_ratio:2.84842865e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:9 looped:0 grad_norm:3.96369415e-02 param_norm:1.40579386e+02 grad_param_ratio:2.81954151e-04
bump_layer_stats step:2195 frac:0.361176 phase:pre layer:10 looped:0 grad_norm:5.47333694e-02 param_norm:1.36860881e+02 grad_param_ratio:3.99919750e-04
bump_probe step:2196 frac:0.361350 phase:pre loop_active:0 loss:2.58358864 bpb:1.18873585 eval_time:110ms
bump_counterfactual step:2196 frac:0.361350 phase:pre p_loop:0.000000 policy_loss:2.58358864 policy_bpb:1.18873585 loop_off_loss:2.58358864 loop_off_bpb:1.18873585 loop_on_loss:2.78681329 loop_on_bpb:1.28224161 delta_loss:0.20322465 delta_bpb:0.09350577
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:0 looped:0 grad_norm:5.34930724e-02 param_norm:1.35546001e+02 grad_param_ratio:3.94648842e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:1 looped:0 grad_norm:4.77875019e-02 param_norm:1.35490819e+02 grad_param_ratio:3.52699189e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:2 looped:0 grad_norm:4.66007066e-02 param_norm:1.38076611e+02 grad_param_ratio:3.37498916e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:3 looped:1 grad_norm:4.61305013e-02 param_norm:1.35224895e+02 grad_param_ratio:3.41139118e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:4 looped:1 grad_norm:4.45197297e-02 param_norm:1.36589385e+02 grad_param_ratio:3.25938431e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:5 looped:1 grad_norm:4.25081927e-02 param_norm:1.36306335e+02 grad_param_ratio:3.11857793e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:6 looped:0 grad_norm:4.62323592e-02 param_norm:1.38366737e+02 grad_param_ratio:3.34129142e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:7 looped:0 grad_norm:4.31705421e-02 param_norm:1.39233195e+02 grad_param_ratio:3.10059266e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:8 looped:0 grad_norm:4.02543690e-02 param_norm:1.41235367e+02 grad_param_ratio:2.85016211e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:9 looped:0 grad_norm:4.44896098e-02 param_norm:1.40574509e+02 grad_param_ratio:3.16484191e-04
bump_layer_stats step:2196 frac:0.361350 phase:pre layer:10 looped:0 grad_norm:5.58682206e-02 param_norm:1.36849238e+02 grad_param_ratio:4.08246487e-04
bump_probe step:2197 frac:0.361525 phase:pre loop_active:0 loss:2.57671017 bpb:1.18557100 eval_time:110ms
bump_counterfactual step:2197 frac:0.361525 phase:pre p_loop:0.000000 policy_loss:2.57671017 policy_bpb:1.18557100 loop_off_loss:2.57671017 loop_off_bpb:1.18557100 loop_on_loss:2.77303604 loop_on_bpb:1.27590256 delta_loss:0.19632587 delta_bpb:0.09033156
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:0 looped:0 grad_norm:6.64277265e-02 param_norm:1.35533573e+02 grad_param_ratio:4.90120088e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:1 looped:0 grad_norm:5.62550821e-02 param_norm:1.35475011e+02 grad_param_ratio:4.15243238e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:2 looped:0 grad_norm:5.52704861e-02 param_norm:1.38061696e+02 grad_param_ratio:4.00331793e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:3 looped:1 grad_norm:5.35571683e-02 param_norm:1.35208716e+02 grad_param_ratio:3.96107365e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:4 looped:1 grad_norm:5.02672962e-02 param_norm:1.36576821e+02 grad_param_ratio:3.68051444e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:5 looped:1 grad_norm:4.79881507e-02 param_norm:1.36289357e+02 grad_param_ratio:3.52104902e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:6 looped:0 grad_norm:5.28441756e-02 param_norm:1.38354748e+02 grad_param_ratio:3.81946962e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:7 looped:0 grad_norm:4.83483164e-02 param_norm:1.39211792e+02 grad_param_ratio:3.47300440e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:8 looped:0 grad_norm:4.45153607e-02 param_norm:1.41226477e+02 grad_param_ratio:3.15205489e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:9 looped:0 grad_norm:4.68593630e-02 param_norm:1.40552667e+02 grad_param_ratio:3.33393624e-04
bump_layer_stats step:2197 frac:0.361525 phase:pre layer:10 looped:0 grad_norm:6.10225194e-02 param_norm:1.36841438e+02 grad_param_ratio:4.45935970e-04
bump_probe step:2198 frac:0.361698 phase:pre loop_active:0 loss:2.57967013 bpb:1.18693290 eval_time:110ms
bump_counterfactual step:2198 frac:0.361698 phase:pre p_loop:0.000000 policy_loss:2.57967013 policy_bpb:1.18693290 loop_off_loss:2.57967013 loop_off_bpb:1.18693290 loop_on_loss:2.77458466 loop_on_bpb:1.27661510 delta_loss:0.19491453 delta_bpb:0.08968219
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:0 looped:0 grad_norm:6.88563265e-02 param_norm:1.35525299e+02 grad_param_ratio:5.08069912e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:1 looped:0 grad_norm:6.47906643e-02 param_norm:1.35470649e+02 grad_param_ratio:4.78263483e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:2 looped:0 grad_norm:5.78713128e-02 param_norm:1.38061260e+02 grad_param_ratio:4.19171264e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:3 looped:1 grad_norm:5.95695882e-02 param_norm:1.35200980e+02 grad_param_ratio:4.40600270e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:4 looped:1 grad_norm:5.39920861e-02 param_norm:1.36573070e+02 grad_param_ratio:3.95334790e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:5 looped:1 grad_norm:5.06499138e-02 param_norm:1.36282470e+02 grad_param_ratio:3.71653916e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:6 looped:0 grad_norm:5.49953632e-02 param_norm:1.38346170e+02 grad_param_ratio:3.97519954e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:7 looped:0 grad_norm:4.96131810e-02 param_norm:1.39212975e+02 grad_param_ratio:3.56383310e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:8 looped:0 grad_norm:4.58034811e-02 param_norm:1.41214701e+02 grad_param_ratio:3.24353491e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:9 looped:0 grad_norm:4.30949858e-02 param_norm:1.40551122e+02 grad_param_ratio:3.06614313e-04
bump_layer_stats step:2198 frac:0.361698 phase:pre layer:10 looped:0 grad_norm:6.46147319e-02 param_norm:1.36825983e+02 grad_param_ratio:4.72240218e-04
bump_probe step:2199 frac:0.361871 phase:pre loop_active:0 loss:2.57976497 bpb:1.18697654 eval_time:110ms
bump_counterfactual step:2199 frac:0.361871 phase:pre p_loop:0.000000 policy_loss:2.57976497 policy_bpb:1.18697654 loop_off_loss:2.57976497 loop_off_bpb:1.18697654 loop_on_loss:2.78336586 loop_on_bpb:1.28065542 delta_loss:0.20360089 delta_bpb:0.09367888
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:0 looped:0 grad_norm:5.15281281e-02 param_norm:1.35506586e+02 grad_param_ratio:3.80262906e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:1 looped:0 grad_norm:4.67632586e-02 param_norm:1.35447877e+02 grad_param_ratio:3.45249106e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:2 looped:0 grad_norm:4.83433700e-02 param_norm:1.38038075e+02 grad_param_ratio:3.50217649e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:3 looped:1 grad_norm:5.01940918e-02 param_norm:1.35183969e+02 grad_param_ratio:3.71302101e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:4 looped:1 grad_norm:4.94240856e-02 param_norm:1.36555661e+02 grad_param_ratio:3.61933626e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:5 looped:1 grad_norm:4.71671393e-02 param_norm:1.36261376e+02 grad_param_ratio:3.46151939e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:6 looped:0 grad_norm:4.89279695e-02 param_norm:1.38325633e+02 grad_param_ratio:3.53715856e-04
